x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,target
-1.9836340926863736,0.47472982782557427,2.0198265120128656,-0.6174524110056049,-0.8022934988513293,0.33996379075691296,0.7358637437619352,-0.8022934988513293,0.18669796459422633,-1.4322774857320153,-0.25688522910376554,-1.0582486265279207,-1.1469285123354318,0.14955959763717236,0.5712516986466183,-1.0936236747011125,-2.87003702018616,0.05113416662288371,0.42306344112465016,1.68674030689008,1
1.0795235160501695,-1.0348859923804403,-0.4734689050089629,-2.28091210820784,-1.0599787945623804,-0.8508863000277902,1.025014696114955,-1.0599787945623804,0.015568274812603318,-0.7924151516998811,0.705099736904737,-1.6318705831329816,-1.2050891663637544,-1.9788681601400961,0.6918287913117352,2.827505239832308,3.425047158743343,0.8292921113418817,-0.6165369271282555,1.7364896835233152,0
-0.9136686974462381,-0.8925763365425853,-0.15570020048517574,0.7845448725745642,-0.5331934282083779,0.16343732221414242,-0.1991701900603925,-0.5331934282083779,-1.0756904249224142,-1.5670465728060061,-0.18568449612864546,-0.6805180722834149,-1.299145941755694,2.335277786576755,-0.1359479580576741,-1.8001285515722707,-0.6693611685499042,0.7910754438725505,-0.18863466385217598,1.950686161495277,1
-0.295002708517136,0.663061707112329,-0.16497531429811896,0.5873933864175546,2.992847516620234,-0.681739934114868,-1.9434431523109172,2.992847516620234,-0.7464363592272815,-0.9524542417152264,-0.7062663479041092,-0.2573892662849306,-1.2251834985716743,1.1810005310039455,-0.09748522597705872,0.9096356721136384,1.6654339470967372,-0.4451854121582469,-0.1255755879300833,-2.2958886113061205,1
-0.2742731402743024,1.1423170759907175,1.07360513144691,1.7888664942840682,-1.1788560299090698,0.08524997629284713,-1.1036947701542872,-1.1788560299090698,-1.5865276436576432,0.37145905395101597,0.7864785189607976,0.23105805323198284,0.7815181527137038,-1.5659687963468298,-0.32388224088105777,-1.754368505011691,-3.7754749664711125,-0.17891184212026082,0.5076500985507231,0.04896295398630157,1
-0.25965240829469444,0.1652066708645955,0.5082122333106931,0.597303366831519,-2.58004570762776,-1.0127080166616316,0.05667029407167183,-2.58004570762776,-0.6385020242772084,0.6543739593936179,0.6820781957402268,-0.31372872305984767,0.036619926358222935,0.06453806300972237,2.0976951890053264,-0.3036882140568393,-2.1370863306275965,0.8571303317527184,1.3616072363167513,0.7288756523157356,0
1.10566072778317,-0.3937149675074715,2.5260577955538124,-0.9320368655873537,-3.2770443742198374,1.3760064863638541,0.9067156838508832,-3.2770443742198374,-0.17972636478580264,-0.07291096782415907,-0.811268733480996,2.115613183331255,-1.2323125260226988,-0.35837809823226846,0.5792129424360255,-0.8100060874171604,-5.397021368785918,-1.0023521099305026,-1.742696701788964,-1.517731676597934,1
-0.28160380343382274,-1.3229759625120299,-0.4350776023980496,1.0109421080529812,-0.9344191053973725,0.9529814950227902,-0.699935209266492,-0.9344191053973725,-1.843401651810293,-0.45019500330053314,-0.23171496691141202,-0.31967310745946675,0.09149142640100641,-0.1712125037821117,0.7032417288224121,-1.8959978362551517,-1.5658704773542986,0.4214471827301903,-0.5771548375561611,-0.7593627059340637,1
-1.1671842538476616,-0.6529585058279691,-1.4776934183938362,-0.28437585908066076,-1.8557337221834904,0.4195504419139125,-0.011212988182289848,-1.8557337221834904,-2.267724568135045,0.22894021516454757,0.041562792633555036,-1.2851214985646227,-1.9889690677458423,1.9470448084720289,0.09260800122649453,0.17331184370826513,0.3413228313809224,-1.603116255930204,-0.8604962743954631,-0.7395240311375748,0
-0.15952204806612233,-0.5441310536181097,-0.08648905915468408,-0.3958303766699278,-1.0320859315655972,-0.5021715068525778,-1.5821880508751418,-1.0320859315655972,2.7717896094916394,-0.6235090134903337,0.12390824563606952,-0.8233695226135396,0.6440685429949569,-1.7349756969458754,-0.4586002861898597,-1.275947984416005,-1.546732559391406,1.4846904025987575,-0.43807285678130725,-0.2361346752161102,0
