x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,target
-0.008762549850817977,0.001770370001413388,0.010445771239179209,-0.007264122765643809,0.004724331056698429,0.008799921929899587,-0.017918986685501674,-0.016257638752185784,-0.008299183849537798,-0.014620604695456127,-0.012197867392079247,0.006303485503472844,-0.01584750017383017,0.009248618508477503,-0.007694851329608844,0.0063601447930592536,0.001814268891013441,0.018827247329395544,-0.0027508859996620907,0.011876702245891357,-7.146415882664068
-0.009820339356802564,0.009674522899096061,-0.035837129799013816,-0.020312005403187814,0.006930455291760826,0.03692472603341135,-0.035215230770781515,-0.008280103950401409,-0.03520974611641406,0.004720049286054101,0.021993074367097288,0.008889814714899663,0.021302167678324938,0.011255872898298904,0.012019719667601052,0.023054555839824815,-0.036148368206176056,-0.008921602492329305,0.0034220988404316506,0.014324719958992625,-4.982837814389036
-0.008361661929542833,0.032522608361828874,-0.017077129226678252,-0.005371654393358741,-0.017277833476214224,0.0017607956742070041,-0.009824362315967583,0.006556899628475709,-0.00744265594503557,-0.0011267313994057493,0.016660762808081646,-0.004935683996471215,-0.0011414805349434435,0.008116715933118973,0.0009046607562955425,0.002427690813623211,0.0052569123072222085,0.0121732685075122,0.0048008693204515465,0.0031050822501615272,-2.812562150399158
0.0011120832071749014,0.01038310402349145,0.02188864189811179,0.021950358473285296,0.007332257094087893,-0.011565304787132908,0.007419712993484251,-0.02069672681830883,0.014531350231158015,-0.0003139153463728968,0.006177273961135209,0.007837187998499287,-0.010261715492372345,-0.005631480903460714,-0.01852823850717597,0.006506203520330514,0.009414121457295963,-0.013355659715863584,0.006851868412929687,0.007703886589428038,19.708299813604825
0.011249672858987834,-0.0047517743432493875,0.004993316543749226,0.01625960060039216,-0.015250461100199019,-0.01345940325228702,0.04084772686989802,0.009175795120776232,0.02105380464870525,0.0082773938724425,-0.013033853169131433,-0.024464450512341654,-0.0035788984271981523,-0.014968883702771687,-0.013871116694847073,0.002805687376350285,0.024181698543944922,-0.0030796978109609153,-0.0013992307835467462,0.01481356797111689,1.134560181679106
-0.010689062854281813,0.004962994174273077,0.0015429304747569296,0.0031650005820311185,-0.0019005287252317126,0.014433672691421241,-0.0037399002795198803,-0.009668267286417925,-0.020926644234993096,0.0013972230147248613,0.011201434114965167,0.009807636186284984,-0.0038563885985252924,0.004530914530813492,-0.008323809609036836,0.0059357611200997655,-0.016208879542436164,-0.0044027101044198155,-0.0010881828965927582,0.00589482605274715,10.209103711547147
-0.015084489012297092,-0.018621485806579498,-0.006590471693336594,-0.0467905003795247,0.030729814565643616,0.006059767232043191,-0.03984988085190177,0.0014677534961916464,-0.03306917840240342,0.0026016482449027216,0.0006189329893397165,0.014730522665876232,0.0017665866769753533,0.010718904317208035,0.028357860602877115,0.0036358233157109086,-0.025921025417725157,0.013033728256560649,-0.012458359526829074,-0.0010500663127405141,5.0355210101441665
-0.0057004939500772235,-0.013097002752887017,0.008656639143861757,-0.01446128964740235,0.009951116817205433,-0.02657966871709979,-0.012965815024739666,-0.0034705579959361786,0.0031275747710314125,-0.004127759997663313,-0.007892793911664118,0.007401849994932107,0.011956672882791048,0.002680777039222883,0.0007493580985374387,-0.0021136697713254014,-0.012544465387343568,0.015518407817985126,-0.004552463547402418,-0.007768837741416638,18.185347149355326
-0.008961426760113805,0.0157323072203127,-0.013829914503197678,-0.028416845161517164,0.030240323493882552,0.01842151342110906,-0.03932878202637901,-0.025261816916932783,-0.03476123578541431,-0.01740945749313601,0.007814115042221098,0.0038191468578998473,0.008990540429042423,0.019938180027222672,0.011516891592015278,0.005710085519470289,-0.02208902110721134,-0.001622970714524713,-0.003729602350863567,0.03035860112694729,-16.441012967273608
0.009682168795860336,-0.006778494274734559,-0.0036032513590128035,-0.0091338163582554,0.0006348513281597668,0.00849559675711542,0.004892148575838716,-0.0059758682917298855,-0.0010454862170832494,-0.005296598108505546,0.011799264865734129,0.013105299493511118,0.002882569139747826,0.004597083120297099,0.007624957449886663,0.0024104612677931124,-0.019024875487788282,-0.004826365452542686,0.00377588603469755,-0.005583960356115204,-1.2387752124436773
